ID;Shortlist;NAZEV;NAZEV CELY;MISTO;ADRESA;STAT;STATUS;ROK;WWW;FB;LOGO;POZNAMKA;PIVO;FOTO;GPS;Y;X;VISITED;KRAJ;OKRES;ORP;OBEC
189;Pivovar (Brewery);Třebonice;Staňkův rukodělný pivovárek Třebonice;Praha - Třebonice;K Řeporyjím 4, Třebonice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2010;http://www.pivovartrebonice.com;https://www.facebook.com/Rukodělný-Pivovárek-Třebonice-147161455309180;https://goo.gl/wm2Kfs;;Anička, Aranka, Bastard, Bear's Belly, Beruška, Black Foot, Bohatýr, Bohatýr nebe, Crazy Horse, Divá Bára, Dobromila, Druid, Dýměj, Eržika, Fakír, František, Geronimo, Heterák, Kalahari, Kilt, Krvavá Marie, Kwittek, Láteřník, Legionář, Ludmila, Lví srdce, Macho, Mamba, Merlin, Montezuma, Night Reaper, Othmar, Pauliner, Písečná blecha, Písečná bouře, Písečná zmije, Plnící pero, Rejtar, René, Rudovous, Rudý oblak, Samaritán, Samec, Semír, Sherlock, Scharfschütze, Skrblík, Skvrnitý ohon, Sniper, Sokolík, Starej Procházka, Stehlíček, Striga, Švajčiar, U.S., U.S.A.A.F., Uzenáč, Uzenka, Wittek, X, XI;;N 50°2.65430', E 14°16.94488';50.0442383;14.2824147;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
190;Pivovar (Brewery);Karpentná;Minipivovar Karpentná;Třinec - Karpentná;Karpentná 152, Třinec;Czechia;minipivovar s výčepem (craftbrewery with a bar);2009;http://www.minipivovarkarpentna.cz;https://www.facebook.com/PivniceKarpentna;https://goo.gl/cA68je;;Jantar, Karpentská, Turist;https://www.facebook.com/media/set/?set=a.351273975009650.1073741855.282498931887155&type=1&l=e3ec8cb487;N 49°38.08867', E 18°41.14332';49.634811;18.685722;YES;Moravskoslezský kraj;Frýdek-Místek;Třinec;Třinec
191;Pivovar (Brewery);U Medvídků;Minipivovar U Medvídků;Praha - Staré Město;Na Perštýně 7, Praha 1 - Staré Město;Czechia;restaurační pivovar (brewpub);2004;http://www.umedvidku.cz;https://www.facebook.com/umedvidku.cz;https://goo.gl/GJe1b4;;1466, Blackgott, Kaštanové, Medvídek, Medvídkovské bílé, Oldgott, Podzimní, Růženka, X-gott, X-BEER30, X-BEER33, Valentýn;;N 50°4.97193', E 14°25.11595';50.0828656;14.4185992;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
192;Pivovar (Brewery);U Tří králů;Pivovar U Tří králů;Prostějov;Finská 4592/8, Prostějov;Czechia;restaurační pivovar (brewpub);2011;http://www.kolibautrikralu.cz;https://www.facebook.com/Koliba-Pivovar-U-Tří-králů-171708206259773;https://goo.gl/1FrKpS;;Baltazar, Hanácká pšenica, Kašpar, Melichar, Nopál, Prostějovská Desítka, Švestka, Višeň;https://flic.kr/s/aHsmgXQ7jw;N 49°28.32038', E 17°5.30643';49.4720064;17.0884406;YES;Olomoucký kraj;Prostějov;Prostějov;Prostějov
193;Pivovar (Brewery);U Tří růží;Staroměstský pivovar U Tří růží;Praha - Staré Město;Husova 10/232, Praha 1 - Staré Město;Czechia;restaurační pivovar (brewpub);2012;http://www.u3r.cz;https://www.facebook.com/utrir;https://goo.gl/XauQpK;;Klášterní speciál Svatého Jiljí, U Tří růží;;N 50°5.13702', E 14°25.09973';50.085617;14.418329;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
194;Pivovar (Brewery);Únětický;Únětický pivovar;Únětice;Rýznerova 19, Únětice;Czechia;průmyslový pivovar (industrial brewery);2011;http://www.unetickypivovar.cz;https://www.facebook.com/Únětický-pivovar-186598138044813;https://goo.gl/5XFvib;;Únětické pivo, Únětický;;N 50°8.93348', E 14°21.25983';50.1488914;14.3543306;NO;Středočeský kraj;Praha-západ;Černošice;Únětice
195;Pivovar (Brewery);První chodský;1. chodský pivovárek na Moravě;Šitbořice;Osvobození 29, Šitbořice;Czechia;uzavřený pivovar (closed brewery);2012 / 2016;;https://www.facebook.com/1.chodsky.pivovarek;https://goo.gl/ZeQCa8;;Bylinková, Hustopečské, Jarní, Kulak, Pivo pro chlapy, Šitbořický radní, Štengarácká;;N 49°0.84840', E 16°46.81842';49.01414;16.780307;NO;Jihomoravský kraj;Břeclav;Hustopeče;Šitbořice
196;Pivovar (Brewery);Na Rychtě;Pivovar Na Rychtě;Ústí nad Labem;Kláštěrní 75/9, Ústí nad Labem;Czechia;restaurační pivovar (brewpub);2010;http://www.pivovarnarychte.cz;https://www.facebook.com/PivovarHotelNaRychte;https://goo.gl/ZNxxZD;;Brusinka, Mazel, Rychtovar, Ústecká Rychtářka, Ústecký lev, Ústečan, Vojtěch;https://www.facebook.com/media/set/?set=a.292228184247563.1073741835.282498931887155&type=1&l=1c22672cc8;N 50°39.58187', E 14°2.51608';50.6596978;14.0419347;YES;Ústecký kraj;Ústí nad Labem;Ústí nad Labem;Ústí nad Labem
197;Pivovar (Brewery);Valášek;Rodinný minipivovar Valášek;Vsetín;Dolní Jasenka 190, Vsetín;Czechia;restaurační pivovar (brewpub);2002;http://www.minipivovar.com;https://www.facebook.com/minipivovarvalasek;https://goo.gl/qFsh7d;;Valášek, Vsacan;https://flic.kr/s/aHskCrkVEa;N 49°20.55127', E 17°59.60652';49.342521;17.993442;YES;Zlínský kraj;Vsetín;Vsetín;Vsetín
198;Pivovar (Brewery);Velké Popovice;Pivovar Velké Popovice;Velké Popovice;Ringhofferova 1, Velké Popovice;Czechia;průmyslový pivovar (industrial brewery);1874;http://pivovar.kozel.cz;https://www.facebook.com/KozelCZ;https://goo.gl/qxpWAz;;Florian, Kvasničák, Master, Medium, Premium, Velkopopovický Kozel;;N 49°55.45868', E 14°38.08683';49.9243114;14.6347806;NO;Středočeský kraj;Praha-východ;Říčany;Velké Popovice
199;Pivovar (Brewery);Vendelín;Rodinný minipivovar Vendelín;Liberec - Starý Harcov;Lukášovská 43, Liberec XVI - Nový Harcov;Czechia;minipivovar s výčepem (craftbrewery with a bar);1999;http://www.pivovarvendelin.cz;https://www.facebook.com/pivovar.vendelin;https://goo.gl/3zmfXk;;Vendelín;;N 50°45.63768', E 15°6.75037';50.760628;15.112506;NO;Liberecký kraj;Liberec;Liberec;Liberec
200;Pivovar (Brewery);Victor;Pivovar Victor;Praha - Žižkov;Husitská 72, Praha 3;Czechia;restaurační pivovar (brewpub);2012;http://www.pivovarvictor.cz;;https://goo.gl/5NA59S;;Victor;https://www.facebook.com/media/set/?set=a.290626774407704.1073741834.282498931887155&type=1&l=07ba710634;N 50°5.20973', E 14°27.00623';50.086829;14.450104;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
201;Pivovar (Brewery);Taschenberg;Pivovar Taschenberg;Buštěhrad;Palackého 50/2, Buštěhrad;Czechia;uzavřený pivovar (closed brewery);2011 / 2012;;https://www.facebook.com/PIVOVAR-TASCHENBERG-235370126500418;https://goo.gl/9az8PA;;Taschenberg;;N 50°9.38382', E 14°11.38920';50.156397;14.18982;NO;Středočeský kraj;Kladno;Kladno;Buštěhrad
202;Pivovar (Brewery);Vilém;Rodinný pivovar Vilém;Jince;Eškova 33, Jince;Czechia;restaurační pivovar (brewpub);2012;http://www.pivovar-vilem.cz;https://www.facebook.com/pivovar.vilem;https://goo.gl/SLDJbS;;Plešivecký čert, Šemík, Valdecká Černá paní, Vilém, Vilém z Jinců;;N 49°47.46697', E 13°58.66218';49.791116;13.977703;NO;Středočeský kraj;Příbram;Příbram;Jince
203;Pivovar (Brewery);Ohrada;Vesnický pivovar Ohrada;Vísky u Letovic;Vísky 100, Vísky u Letovic;Czechia;restaurační pivovar (brewpub);2013;http://www.pivovarohrada.cz;https://www.facebook.com/PivovarOhrada;https://goo.gl/WjmGiy;;Bejček, Měďák, Pacholek, Prasák, Vísecká pšenka;;N 49°32.00082', E 16°37.51602';49.533347;16.625267;YES;Jihomoravský kraj;Blansko;Boskovice;Vísky
204;Pivovar (Brewery);Vítek z Prčice;Pivovar Vítek z Prčice;Sedlec-Prčice;Komenského 21, Sedlec-Prčice;Czechia;restaurační pivovar (brewpub);2010;http://www.vitekzprcice.cz;https://www.facebook.com/VitekzPrcicecz;https://goo.gl/TE8Tbj;;Vítek z Prčice;;N 49°34.45193', E 14°31.71672';49.574199;14.528612;NO;Středočeský kraj;Příbram;Sedlčany;Sedlec-Prčice
205;Pivovar (Brewery);Všerad;Zámecký pivovar Všerad;Všeradice;Všeradice 1, Všeradice;Czechia;restaurační pivovar (brewpub);2013;http://www.zamecky-dvur.cz;https://www.facebook.com/DvurVserad;https://goo.gl/kPc5z6;;Všerad;https://flic.kr/s/aHsmgQNEQu;N 49°52.39005', E 14°6.65838';49.8731675;14.1109731;YES;Středočeský kraj;Beroun;Beroun;Všeradice
206;Pivovar (Brewery);Xaver;Pivovar Xaver;Blučina;Havlíčkova 99, Blučina;Czechia;minipivovar (craftbrewery);2006 - 2008, 2014;http://pivoxaver.eu;;https://goo.gl/zEdXxk;;František, Ludmila, Oldřich, Vladimír, Xaver;;N 49°3.37092', E 16°39.00293';49.056182;16.650049;NO;Jihomoravský kraj;Brno-venkov;Židlochovice;Blučina
207;Pivovar (Brewery);Bratčice;Zámecký pivovar Bratčice;Bratčice;Bratčice 106, Bratčice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2012;http://www.pivovarbratcice.cz;https://www.facebook.com/pivovarbratcice;https://goo.gl/j1yFzK;Mezi lety 2004 až 2012 působil pivovar v Oslavanech;Bratčický granát, Zámecká;https://flic.kr/s/aHsm7dWuKs;N 49°3.78347', E 16°30.99617';49.0630578;16.5166028;YES;Jihomoravský kraj;Brno-venkov;Židlochovice;Bratčice
208;Pivovar (Brewery);U Rybiček;Rodinný pivovar U Rybiček;Stříbro;Plzeňská 32, Stříbro;Czechia;uzavřený pivovar (closed brewery);2007 / 2012;;;https://goo.gl/pPAQfe;;Argent, Duchmaus, Horník, Ostrostřelec, Stříbrňák;;N 49°45.09337', E 13°0.34308';49.751556;13.005718;NO;Plzeňský kraj;Tachov;Stříbro;Stříbro
209;Pivovar (Brewery);Zichovec;Rodinný pivovar Zichovec;Zichovec;Zichovec 99, Zichovec;Czechia;restaurační pivovar (brewpub);2012;http://www.pivovarzichovec.cz;https://www.facebook.com/pivovarzichovec;https://goo.gl/MWuhNE;;Krahulík, Magor, Zichovec;;N 50°16.35265', E 13°55.55000';50.2725442;13.9258333;YES;Středočeský kraj;Kladno;Slaný;Zichovec
210;Pivovar (Brewery);Zvíkov;Pivovarský dvůr Zvíkov;Zvíkovské Podhradí;Zvíkovské Podhradí 92, Zvíkovské Podhradí;Czechia;restaurační pivovar (brewpub);1994;http://www.pivovar-zvikov.cz;;https://goo.gl/qSYjE2;;Červený Rarášek, Královská Zlatá labuť, Zlatá labuť, Zvíkovský, Zvíkovský Rarášek;;N 49°25.84830', E 14°11.89788';49.430805;14.198298;YES;Jihočeský kraj;Písek;Písek;Zvíkovské Podhradí
211;Pivovar (Brewery);U Dyje;Minipivovar u Dyje;Nový Šaldorf - Sedlešovice;Sedlešovice 95, Nový Šaldorf-Sedlešovice - Sedlešovice;Czechia;minipivovar (craftbrewery);2013;https://www.minipivovarudyje.cz;;https://goo.gl/q3VAoV;;Tmavý Josef, Zlatý Josef;;N 48°50.13323', E 16°3.36773';48.835554;16.056129;NO;Jihomoravský kraj;Znojmo;Znojmo;Nový Šaldorf-Sedlešovice
212;Pivovar (Brewery);KH - Mosau;Pivovar KH - Mosau;Srní;Srní E45, Srní;Czechia;restaurační pivovar (brewpub);2012;http://www.uzlatehosrnce.cz;;https://goo.gl/ajhkSC;;Medový srnec, Tmavý srnec, Zlatý srnec, Zlatý srneček;;N 49°5.07247', E 13°27.87953';49.084541;13.464659;NO;Plzeňský kraj;Klatovy;Sušice;Srní
213;Pivovar (Brewery);Malenovice;Pivovar Malenovice;Zlín - Malenovice;Švermova 101, Zlín - Malenovice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2008;http://zlinskysvec.cz;https://www.facebook.com/pivovarmalenovice;https://goo.gl/ZR5U6L;Do roku 2012 byl v Sazovicích;Zlínský Švec;https://flic.kr/s/aHsmdfsyaF;N 49°12.33653', E 17°35.82870';49.205609;17.597145;YES;Zlínský kraj;Zlín;Zlín;Zlín
214;Pivovar (Brewery);Zobak;Pivovar Zobak;Bílovec;Ostravská 314/3, Bílovec ;Czechia;restaurační pivovar (brewpub);2012;http://www.hoteluholubu.cz;https://www.facebook.com/minipivovarzobak;https://goo.gl/rULDSq;;Zobak;https://flic.kr/s/aHsmd56pPK;N 49°45.60097', E 18°1.19118';49.760016;18.019853;YES;Moravskoslezský kraj;Nový Jičín;Bílovec;Bílovec
215;Pivovar (Brewery);Zubr;Pivovar Zubr;Přerov;Komenského 35, Přerov;Czechia;průmyslový pivovar (industrial brewery);1872;http://www.zubr.cz;https://www.facebook.com/PivovarZubr;https://goo.gl/VmDTHk;;Classic, Gold, Grand, Maxxim, Premium, Zubr;;N 49°27.01788', E 17°26.86002';49.450298;17.447667;NO;Olomoucký kraj;Přerov;Přerov;Přerov
216;Pivovar (Brewery);Žamberk;Pivovar Žamberk;Žamberk;Československé armády 1400, Žamberk;Czechia;restaurační pivovar (brewpub);1997;http://pivovarzamberk.cz;https://www.facebook.com/zamberecky.kanec;https://goo.gl/nvoK2t;;Žamberecký Kanec;https://flic.kr/s/aHsmfuMyUw;N 50°5.22637', E 16°27.64758';50.0871061;16.4607931;YES;Pardubický kraj;Ústí nad Orlicí;Žamberk;Žamberk
217;Pivovar (Brewery);Žatecký;Žatecký pivovar;Žatec;Žižkovo náměstí 81, Žatec;Czechia;průmyslový pivovar (industrial brewery);1801;http://www.zateckypivovar.cz;https://www.facebook.com/Pivovarzatec;https://goo.gl/av5D4z;;Ava Z?r, Baronka, BIO, Celia, Cornish Steam, Export, Premium, Sedmý schod, Strong, Xantho, Žatec;;N 50°19.93433', E 13°32.51082';50.332239;13.541847;YES;Ústecký kraj;Louny;Žatec;Žatec
218;Pivovar (Brewery);U Orloje;Pivovar U Orloje;Žatec;náměstí Prokopa Velkého 1951, Žatec;Czechia;restaurační pivovar (brewpub);2010;http://chchp.cz;https://www.facebook.com/minipivovaruorloje;https://goo.gl/ifn462;;Chmelový, Chrámové, Žatecký samec;;N 50°19.47662', E 13°32.68378';50.3246103;13.5447297;YES;Ústecký kraj;Louny;Žatec;Žatec
219;Pivovar (Brewery);Želivský;Želivský klášterní pivovar;Želiv;Želiv 122, Želiv;Czechia;restaurační pivovar (brewpub);2011;http://zeliv.eu;https://www.facebook.com/klasternipivovarzeliv;https://goo.gl/tJsXwB;;Falco, Godšalk, Haštal, Jeroným, Masopustní, Postní, Salesius, Vánoční, Velikonoční;https://flic.kr/s/aHsmhA4YNg;N 49°31.77727', E 15°12.85338';49.5296211;15.2142231;YES;Kraj Vysočina;Pelhřimov;Humpolec;Želiv
220;Pivovar (Brewery);Žumberk;Minipivovar Žumberk;Žumberk;Žumberk 15, Žár;Czechia;minipivovar (craftbrewery);2011;;https://www.facebook.com/MinipivovarZumberk;https://goo.gl/CBcpLS;;Žumberk;;N 48°47.78872', E 14°40.90768';48.7964786;14.6817947;NO;Jihočeský kraj;České Budějovice;Trhové Sviny;Žár
221;Pivovar (Brewery);Mordýř;Pivovar Mordýř;Dolní Ředice;Dašická 300, Dolní Ředice;Czechia;minipivovar (craftbrewery);2013;http://www.pivovarmordyr.cz;https://www.facebook.com/Pivovar-Mordýř-563626057021976;https://goo.gl/zrD5Vj;;Ejlík, Elegán, Gilotina, Granát, Heart Attack, Hoppy Alien, Kurtizána, Lazy Cat, Líný Kominík, Mordýř, Mordýřka, Red Eagle;https://flic.kr/s/aHsmeCPhfA;N 50°4.56442', E 15°55.17893';50.0760736;15.9196489;YES;Pardubický kraj;Pardubice;Holice;Dolní Ředice
222;Pivovar (Brewery);Bobr;Pivovar Bobr;Zadní Třebaň;U Mlýna 8, Zadní Třebaň;Czechia;minipivovar s výčepem (craftbrewery with a bar);2013;http://www.pivovarbobr.cz;https://www.facebook.com/pivobobr;https://goo.gl/QRqrLu;;Bobr;;N 49°55.18105', E 14°12.57630';49.9196842;14.209605;YES;Středočeský kraj;Beroun;Beroun;Zadní Třebaň
223;Pivovar (Brewery);Falkenštejn;Pivovar Falkenštejn;Krásná Lípa;Křinické náměstí 7, Krásná Lípa;Czechia;restaurační pivovar (brewpub);2013;http://www.pivofalkenstejn.cz;https://www.facebook.com/PivoFalkenstejn;https://goo.gl/4sYfTY;;Ale Svižnej Emil, August Frindem, Falkenštejn, Kanár Bob, Náhlá smrt, RAPL, Stodolecký lišák, Zkouřená čarodějnice;;N 50°54.83802', E 14°30.45893';50.913967;14.507649;YES;Ústecký kraj;Děčín;Rumburk;Krásná Lípa
224;Pivovar (Brewery);Hrádek;Pivovar Hrádek;Slavičín - Hrádek na Vlárské dráze;Družstevní I 195, Slavičín - Hrádek na Vlárské dráze;Czechia;minipivovar (craftbrewery);2013;http://www.pivovar-hradek.cz;https://www.facebook.com/PivovarHradek;https://goo.gl/rh2rg3;"Nástupce pivovaru Balkán; buduje se restaurace";Horehleď, Karpat, Lambert, Mladotic, Ocelot, Rejtín;https://flic.kr/s/aHsmgQ2j1p;N 49°4.44607', E 17°53.34528';49.074101;17.889088;YES;Zlínský kraj;Zlín;Luhačovice;Slavičín
225;Pivovar (Brewery);Jindřichohradecký orel;Minipivovar Jindřichohradecký orel;Jindřichův Hradec;náměstí Míru 165, Jindřichův Hradec;Czechia;uzavřený pivovar (closed brewery);2014 / 2018;http://www.grandhotelcernyorel.cz;;https://goo.gl/EDBp6A;;Dewerth, Grand, Heniker, Salamon, Vajgar, Victorin;https://flic.kr/s/aHsm77bAtA;N 49°8.60827', E 15°0.20177';49.1434711;15.0033628;YES;Jihočeský kraj;Jindřichův Hradec;Jindřichův Hradec;Jindřichův Hradec
226;Pivovar (Brewery);Fries;Domácí minipivovar Fries;Strážné - Friesovy boudy;Strážné 95, Strážné;Czechia;restaurační pivovar (brewpub);2013;http://penzionandula.cz/pivovar;https://www.facebook.com/arealfriesovyboudy;https://goo.gl/LHREt9;;Fries;;N 50°42.00498', E 15°39.09593';50.700083;15.651599;NO;Královéhradecký kraj;Trutnov;Vrchlabí;Strážné
227;Pivovar (Brewery);Kokeš;Pivovar Kokeš;Kamenice nad Lipou;V Oboře 236, Kamenice nad Lipou;Czechia;minipivovar (craftbrewery);2013;http://www.pivokokes.cz;https://www.facebook.com/PivovarKokes;https://goo.gl/bcKCML;;Ležící Kokeš, Rubínový Kokeš, Temný Kokeš, Zlatý Kokeš;https://flic.kr/s/aHsmgrJtxA;N 49°17.93730', E 15°4.80582';49.298955;15.080097;YES;Kraj Vysočina;Pelhřimov;Pelhřimov;Kamenice nad Lipou
228;Pivovar (Brewery);Krásné Březno;Pivovar Krásné Březno;Ústí nad Labem - Krásné Březno;Drážďanská 80/82, Ústí nad Labem-Neštěmice - Krásné Březno;Czechia;uzavřený pivovar (closed brewery);1867 / 2011;http://www.zlatopramen.cz;;https://goo.gl/UwbWhM;Značka se vaří v pivovaru Velké Březno;Zlatopramen;;N 50°39.91830', E 14°4.56773';50.665305;14.076129;NO;Ústecký kraj;Ústí nad Labem;Ústí nad Labem;Ústí nad Labem
229;Pivovar (Brewery);Gajdoš;Biskupický pivovar Gajdoš;Biskupice;Biskupice 2, Biskupice-Pulkov - Biskupice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2013;http://biskupickypivovar.cz;https://www.facebook.com/biskupickygajdos;https://goo.gl/yR8Gza;;Gajdoš;;N 49°2.35417', E 16°0.48168';49.0392361;16.0080281;NO;Kraj Vysočina;Třebíč;Třebíč;Biskupice-Pulkov
230;Pivovar (Brewery);Zlatovar;Pivovar Zlatovar;Opava;U Cukrovaru 1454/13, Opava - Kateřinky;Czechia;uzavřený pivovar (closed brewery);1825 / 2006;http://www.zlatovar.cz;;https://goo.gl/oPdGcF;Značka se vaří v pivovaru Uherský Brod;Zlatovar;;N 49°56.45167', E 17°53.95518';49.940861;17.899253;NO;Moravskoslezský kraj;Opava;Opava;Opava
231;Pivovar (Brewery);Radas;Pivovar Radas;Střítež;Střítež 98, Střítež;Czechia;minipivovar (craftbrewery);2013;http://www.radas.cz;https://www.facebook.com/pivovarRADAS;https://goo.gl/vVezyi;;Lysá hora, Radas;https://flic.kr/s/aHsmfxodQP;N 49°40.76040', E 18°34.14067';49.67934;18.569011;NO;Moravskoslezský kraj;Frýdek-Místek;Třinec;Střítež
232;Pivovar (Brewery);Karvinský;Karvinský pivovar;Karviná - Ráj;Polská 117/8, Karviná - Ráj;Czechia;restaurační pivovar (brewpub);2013;http://www.restauraceovecka.cz;https://www.facebook.com/KarvinskyPivovar;https://goo.gl/jzNCcK;;Larische;https://flic.kr/s/aHsmwzRxTh;N 49°50.60772', E 18°33.74838';49.843462;18.562473;YES;Moravskoslezský kraj;Karviná;Karviná;Karviná
233;Pivovar (Brewery);Gabretus;Městský pivovar Gabretus;Volary;Náměstí 325, Volary;Czechia;restaurační pivovar (brewpub);2013;http://www.hotelbobik.eu;https://www.facebook.com/hotelbobik;https://goo.gl/RWPSoc;;Gabretus;;N 48°54.68040', E 13°53.51208';48.91134;13.891868;NO;Jihočeský kraj;Prachatice;Prachatice;Volary
234;Pivovar (Brewery);ZLoun;Pivovar ZLoun;Louny;Rybalkova 1267, Louny;Czechia;restaurační pivovar (brewpub);2013;http://www.pivozloun.cz;https://www.facebook.com/PivoZLoun;https://goo.gl/meE98c;;ALEnt, Desítka, Jantar, Lyon, PAMIHOD, Tvrďák;;N 50°21.17010', E 13°48.41028';50.352835;13.806838;YES;Ústecký kraj;Louny;Louny;Louny
235;Pivovar (Brewery);Pod Lípou;Pivovar Pod Lípou;Kyšice;Náves 20, Kyšice;Czechia;restaurační pivovar (brewpub);2013;http://www.podlipou-pivovar.cz;https://www.facebook.com/podlipoukysice;https://goo.gl/6g1ivN;;Čeledín, Lanbert, Mouřenín, Pocestný, Sedlák;;N 49°45.22350', E 13°29.07432';49.753725;13.484572;YES;Plzeňský kraj;Plzeň-město;Plzeň;Kyšice
236;Pivovar (Brewery);1. Selský;1. Selský pivovárek;Kroměříž;Havlíčkova 4252/160, Kroměříž;Czechia;minipivovar s výčepem (craftbrewery with a bar);2013;http://www.selsky-pivovarek.cz;https://www.facebook.com/selskypivovarek;https://goo.gl/8nHY7N;V létě v provozu letní terasa s výčepem;Adam, Alleš Gute!, Bockovka, C.& K., Eva, Florián, Imperátor, Jarní doušek, Jesus Christ Suprstár, Kill Bill, Krok do tmy, Maryška, McHugo, Sedláček, Sedlák, Špalda, Terča, Vaněk Ferdinand, Velký Mogul;;N 49°16.96725', E 17°21.81358';49.2827875;17.3635597;NO;Zlínský kraj;Kroměříž;Kroměříž;Kroměříž
237;Pivovar (Brewery);Domov;Rodinný minipivovar Domov;Louny;Rybalkova 1323, Louny;Czechia;restaurační pivovar (brewpub);2013;http://lounskyzejdlik.cz;https://www.facebook.com/Rodinný-minipivovar-Domov-Lounský-žejdlík-685998641411451;https://goo.gl/84vWbm;;Lounský žejdlík;;N 50°21.08617', E 13°48.60667';50.3514361;13.8101111;YES;Ústecký kraj;Louny;Louny;Louny
238;Pivovar (Brewery);Lišák;Minipivovar Lišák Topolany;Topolany;Topolany 19, Topolany;Czechia;minipivovar (craftbrewery);2013;;https://www.facebook.com/Pivovar-Lišák-547777435314061;https://goo.gl/V6shGq;;Lišák;https://flic.kr/s/aHsmc27Aes;N 49°16.71802', E 17°2.44458';49.2786336;17.0407431;NO;Jihomoravský kraj;Vyškov;Vyškov;Topolany
